BOROUGH,DATE,LATITUDE,LONGITUDE,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST KILLED,NUMBER OF PEDESTRIANS KILLED,TIME,TYPE
MANHATTAN,2013-11-05,40.7742266,-73.9811136,0.0,1.0,0.0,1:29,Motorists Killed
,2013-11-09,40.7652999,-73.8396576,0.0,1.0,0.0,10:15,Motorists Killed
,2013-11-09,40.8750199,-73.8186057,0.0,2.0,0.0,7:08,Motorists Killed
BRONX,2013-11-10,40.8865285,-73.8997812,0.0,1.0,0.0,0:15,Motorists Killed
,2013-11-15,40.7148726,-73.72909659999999,0.0,1.0,0.0,22:14,Motorists Killed
BROOKLYN,2013-11-30,40.588887799999995,-73.96564090000001,0.0,1.0,0.0,19:56,Motorists Killed
QUEENS,2013-11-30,40.6598458,-73.835205,0.0,1.0,0.0,1:25,Motorists Killed
BROOKLYN,2013-12-14,40.6813529,-73.8811681,0.0,1.0,0.0,2:42,Motorists Killed
STATEN ISLAND,2013-12-14,40.5952985,-74.11037890000001,0.0,1.0,0.0,5:05,Motorists Killed
BRONX,2013-12-21,40.854199799999996,-73.8544097,0.0,1.0,0.0,16:07,Motorists Killed
QUEENS,2013-12-21,40.7418634,-73.9075049,0.0,1.0,0.0,16:30,Motorists Killed
QUEENS,2013-12-31,40.767222600000004,-73.79361440000001,0.0,1.0,0.0,14:42,Motorists Killed
STATEN ISLAND,2014-01-01,40.642031200000005,-74.0951457,0.0,1.0,0.0,5:07,Motorists Killed
,2014-01-01,40.7385394,-73.81050309999999,0.0,1.0,0.0,2:04,Motorists Killed
,2014-01-02,40.76443629999999,-73.7226787,0.0,1.0,0.0,4:47,Motorists Killed
STATEN ISLAND,2014-01-10,40.5758147,-74.11978520000001,0.0,1.0,0.0,19:16,Motorists Killed
BROOKLYN,2014-01-12,40.678956799999995,-73.954126,0.0,1.0,0.0,14:56,Motorists Killed
MANHATTAN,2014-01-17,40.754176799999996,-73.98459509999999,0.0,1.0,0.0,15:56,Motorists Killed
BROOKLYN,2014-01-31,40.6502446,-73.9027344,0.0,1.0,0.0,13:40,Motorists Killed
,2014-01-31,40.768877200000006,-73.9489716,0.0,1.0,0.0,23:25,Motorists Killed
BRONX,2014-02-09,40.8310849,-73.86908079999999,0.0,1.0,0.0,15:29,Motorists Killed
,2014-02-18,40.7382624,-73.79893829999999,0.0,2.0,0.0,0:59,Motorists Killed
BROOKLYN,2014-03-04,40.668818,-73.89894040000001,0.0,1.0,0.0,9:59,Motorists Killed
QUEENS,2014-03-05,40.6966162,-73.8162064,0.0,1.0,0.0,17:00,Motorists Killed
BROOKLYN,2014-03-09,40.7337398,-73.95484240000002,0.0,1.0,0.0,15:42,Motorists Killed
BROOKLYN,2014-03-23,40.6746537,-73.90915550000001,0.0,1.0,0.0,8:05,Motorists Killed
MANHATTAN,2014-03-27,40.805736100000004,-73.9406446,0.0,1.0,0.0,2:50,Motorists Killed
,2014-04-02,40.6655218,-73.7446568,0.0,1.0,0.0,6:00,Motorists Killed
QUEENS,2014-04-04,40.7792798,-73.9008742,0.0,4.0,0.0,22:35,Motorists Killed
STATEN ISLAND,2014-04-05,40.60604420000001,-74.06334820000001,0.0,1.0,0.0,18:33,Motorists Killed
BROOKLYN,2014-04-08,40.641728799999996,-73.9076365,0.0,1.0,0.0,4:47,Motorists Killed
,2014-04-14,40.6655218,-73.7446568,0.0,1.0,0.0,4:07,Motorists Killed
BROOKLYN,2014-04-16,40.70157329999999,-73.9312919,0.0,1.0,0.0,4:37,Motorists Killed
BROOKLYN,2014-04-26,40.5770881,-73.9509957,0.0,1.0,0.0,15:00,Motorists Killed
BRONX,2014-04-28,40.8586838,-73.8473975,0.0,1.0,0.0,23:20,Motorists Killed
BROOKLYN,2014-04-30,40.6118189,-73.9411628,0.0,1.0,0.0,14:22,Motorists Killed
,2014-05-01,40.744646100000004,-73.7703999,0.0,1.0,0.0,3:51,Motorists Killed
BROOKLYN,2014-05-04,40.6320498,-73.89685959999998,0.0,1.0,0.0,5:11,Motorists Killed
MANHATTAN,2014-05-06,40.7908949,-73.94516850000001,0.0,1.0,0.0,12:33,Motorists Killed
,2014-05-16,40.74723779999999,-73.77287209999999,0.0,1.0,0.0,12:37,Motorists Killed
BROOKLYN,2014-05-19,40.609809600000006,-73.92249759999999,0.0,2.0,0.0,18:37,Motorists Killed
BROOKLYN,2014-05-21,40.6142465,-74.0065589,0.0,1.0,0.0,15:21,Motorists Killed
BROOKLYN,2014-05-21,40.6344828,-73.9188516,0.0,1.0,0.0,10:41,Motorists Killed
BRONX,2014-05-24,40.9063395,-73.89649179999999,0.0,1.0,0.0,17:25,Motorists Killed
BROOKLYN,2014-05-25,40.609416700000004,-73.9676868,0.0,1.0,0.0,3:33,Motorists Killed
,2014-05-27,40.7686857,-73.9066698,0.0,1.0,0.0,13:30,Motorists Killed
QUEENS,2014-06-02,40.68793839999999,-73.78962659999999,0.0,1.0,0.0,16:55,Motorists Killed
BRONX,2014-06-02,40.834917600000004,-73.89412390000001,0.0,1.0,0.0,8:35,Motorists Killed
MANHATTAN,2014-06-05,40.757233,-73.976047,0.0,1.0,0.0,11:19,Motorists Killed
STATEN ISLAND,2014-06-05,40.623053799999994,-74.11326340000001,0.0,1.0,0.0,19:30,Motorists Killed
QUEENS,2014-06-13,40.7518951,-73.7798059,0.0,1.0,0.0,14:40,Motorists Killed
QUEENS,2014-06-13,40.7518951,-73.7798059,0.0,1.0,0.0,14:40,Motorists Killed
,2014-06-15,40.819821399999995,-73.81284649999999,0.0,1.0,0.0,0:41,Motorists Killed
QUEENS,2014-06-29,40.7184964,-73.73531,0.0,1.0,0.0,22:22,Motorists Killed
,2014-07-02,40.8058094,-73.9707438,0.0,1.0,0.0,0:33,Motorists Killed
QUEENS,2014-07-04,40.5955618,-73.7471003,0.0,1.0,0.0,18:25,Motorists Killed
QUEENS,2014-07-09,40.68424,-73.8460949,0.0,1.0,0.0,19:35,Motorists Killed
BROOKLYN,2014-07-09,40.642134000000006,-73.9293532,0.0,1.0,0.0,1:35,Motorists Killed
QUEENS,2014-07-18,40.707660100000005,-73.91343520000001,0.0,1.0,0.0,15:46,Motorists Killed
QUEENS,2014-07-23,40.7196229,-73.91132009999998,0.0,1.0,0.0,16:54,Motorists Killed
,2014-07-24,40.7374593,-73.7410827,0.0,1.0,0.0,23:47,Motorists Killed
BRONX,2014-07-24,40.8710047,-73.8938386,0.0,1.0,0.0,2:19,Motorists Killed
MANHATTAN,2014-07-25,40.785866399999996,-73.9509287,0.0,1.0,0.0,9:41,Motorists Killed
QUEENS,2014-07-27,40.761356400000004,-73.9353886,0.0,1.0,0.0,16:45,Motorists Killed
,2014-08-02,40.7429082,-73.8393082,0.0,2.0,0.0,0:37,Motorists Killed
,2014-08-12,40.771122399999996,-73.8696353,0.0,1.0,0.0,4:25,Motorists Killed
BROOKLYN,2014-08-17,40.6691002,-73.9366568,0.0,1.0,0.0,4:14,Motorists Killed
,2014-08-27,40.666413399999996,-73.7881226,0.0,1.0,0.0,3:51,Motorists Killed
,2014-08-30,40.79040139999999,-73.82344,0.0,1.0,0.0,22:19,Motorists Killed
BRONX,2014-09-01,40.8106084,-73.8835492,0.0,1.0,0.0,9:30,Motorists Killed
BROOKLYN,2014-09-05,40.6184997,-74.0395757,0.0,1.0,0.0,13:49,Motorists Killed
,2014-09-12,40.828069299999996,-73.87296620000001,0.0,2.0,0.0,4:13,Motorists Killed
BRONX,2014-09-16,40.854677,-73.84365090000001,0.0,1.0,0.0,19:15,Motorists Killed
QUEENS,2014-09-18,40.6670937,-73.7637567,0.0,2.0,0.0,22:43,Motorists Killed
,2014-09-21,40.8221447,-73.8878132,0.0,1.0,0.0,5:07,Motorists Killed
QUEENS,2014-09-22,40.7376906,-73.7684572,0.0,1.0,0.0,16:09,Motorists Killed
BRONX,2014-09-23,40.895221299999996,-73.8800407,0.0,1.0,0.0,7:09,Motorists Killed
,2014-10-07,40.7303695,-73.9138714,0.0,1.0,0.0,19:00,Motorists Killed
,2014-11-03,40.6054518,-73.8985502,0.0,1.0,0.0,2:02,Motorists Killed
QUEENS,2014-11-04,40.656160299999996,-73.7673526,0.0,1.0,0.0,12:20,Motorists Killed
BROOKLYN,2014-11-06,40.636228,-73.8859432,0.0,1.0,0.0,8:02,Motorists Killed
,2014-11-13,40.85561989999999,-73.8332241,0.0,1.0,0.0,23:30,Motorists Killed
BROOKLYN,2014-11-19,40.6700692,-73.8686795,0.0,1.0,0.0,18:19,Motorists Killed
QUEENS,2014-11-20,40.687022600000006,-73.7659469,0.0,1.0,0.0,12:45,Motorists Killed
,2014-11-29,40.7816671,-73.9866887,0.0,1.0,0.0,21:04,Motorists Killed
BROOKLYN,2014-11-30,40.6977606,-73.9687403,0.0,1.0,0.0,17:20,Motorists Killed
QUEENS,2014-12-13,40.6881494,-73.8488335,0.0,1.0,0.0,18:45,Motorists Killed
STATEN ISLAND,2014-12-22,40.5239976,-74.1860995,0.0,1.0,0.0,23:12,Motorists Killed
,2015-01-01,40.839246100000004,-73.87009470000001,0.0,1.0,0.0,8:02,Motorists Killed
BROOKLYN,2015-01-05,40.6361331,-73.97273609999999,0.0,1.0,0.0,9:28,Motorists Killed
BRONX,2015-01-09,40.824655799999995,-73.89192890000001,0.0,1.0,0.0,21:24,Motorists Killed
QUEENS,2015-01-14,40.5817949,-73.8492866,0.0,1.0,0.0,23:22,Motorists Killed
QUEENS,2015-01-31,40.5999021,-73.7615889,0.0,1.0,0.0,19:59,Motorists Killed
MANHATTAN,2015-02-11,40.7544905,-74.0067388,0.0,1.0,0.0,18:44,Motorists Killed
BROOKLYN,2015-02-27,40.6125584,-74.0360929,0.0,1.0,0.0,19:03,Motorists Killed
BROOKLYN,2015-02-27,40.578936600000006,-73.9852115,0.0,1.0,0.0,21:20,Motorists Killed
,2015-03-01,40.6672125,-73.78083659999999,0.0,1.0,0.0,4:00,Motorists Killed
STATEN ISLAND,2015-03-02,40.590377600000004,-74.1068782,0.0,1.0,0.0,16:45,Motorists Killed
,2015-03-20,40.53078,-74.22443,0.0,2.0,0.0,4:50,Motorists Killed
,2015-03-24,40.53866370000001,-74.1880025,0.0,1.0,0.0,10:47,Motorists Killed
MANHATTAN,2015-04-02,40.8131597,-73.9503486,0.0,1.0,0.0,12:45,Motorists Killed
,2015-04-09,40.7515157,-73.74769609999998,0.0,1.0,0.0,13:11,Motorists Killed
BROOKLYN,2015-04-12,40.677413200000004,-73.9303181,0.0,1.0,0.0,22:57,Motorists Killed
BRONX,2015-04-18,40.8814391,-73.8487484,0.0,1.0,0.0,1:55,Motorists Killed
QUEENS,2015-04-20,40.680296500000004,-73.8446402,0.0,1.0,0.0,19:40,Motorists Killed
BROOKLYN,2015-04-26,40.699405,-73.953369,0.0,1.0,0.0,5:48,Motorists Killed
STATEN ISLAND,2015-04-26,40.577309299999996,-74.1011192,0.0,1.0,0.0,19:41,Motorists Killed
QUEENS,2015-04-28,40.7421627,-73.80443170000001,0.0,2.0,0.0,1:34,Motorists Killed
,2015-04-30,40.6425396,-73.87651109999999,0.0,1.0,0.0,0:37,Motorists Killed
BROOKLYN,2015-05-01,40.658920200000004,-73.8898186,0.0,1.0,0.0,17:00,Motorists Killed
BROOKLYN,2015-05-04,40.6420041,-73.8988296,0.0,1.0,0.0,19:07,Motorists Killed
STATEN ISLAND,2015-05-10,40.5464206,-74.14140429999999,0.0,1.0,0.0,22:50,Motorists Killed
BRONX,2015-05-12,40.8476821,-73.9123638,0.0,1.0,0.0,12:22,Motorists Killed
,2015-05-24,40.8011245,-73.9298728,0.0,1.0,0.0,5:40,Motorists Killed
BROOKLYN,2015-05-25,40.6528929,-73.8667311,0.0,1.0,0.0,1:15,Motorists Killed
BROOKLYN,2015-05-25,40.6528929,-73.8667311,0.0,1.0,0.0,1:15,Motorists Killed
QUEENS,2015-05-26,40.66633220000001,-73.81055119999999,0.0,1.0,0.0,7:17,Motorists Killed
BROOKLYN,2015-06-02,40.671789700000005,-73.9531035,0.0,1.0,0.0,3:53,Motorists Killed
BRONX,2015-06-03,40.8378751,-73.91969859999999,0.0,1.0,0.0,16:07,Motorists Killed
BROOKLYN,2015-06-03,40.6420041,-73.8988296,0.0,1.0,0.0,21:30,Motorists Killed
QUEENS,2015-06-04,40.7149707,-73.8128948,0.0,1.0,0.0,9:03,Motorists Killed
BRONX,2015-06-04,40.853251,-73.8272179,0.0,1.0,0.0,17:32,Motorists Killed
QUEENS,2015-06-14,40.683242299999996,-73.7258627,0.0,1.0,0.0,4:50,Motorists Killed
BRONX,2015-06-14,40.8633378,-73.8928205,0.0,1.0,0.0,5:15,Motorists Killed
BRONX,2015-06-28,40.8772207,-73.90904509999999,0.0,1.0,0.0,4:35,Motorists Killed
QUEENS,2015-06-28,40.6934028,-73.75601490000001,0.0,1.0,0.0,20:38,Motorists Killed
MANHATTAN,2015-06-29,40.83348839999999,-73.94157750000001,0.0,1.0,0.0,4:25,Motorists Killed
QUEENS,2015-07-01,40.7445094,-73.76609859999999,0.0,3.0,0.0,18:06,Motorists Killed
QUEENS,2015-07-12,40.667845799999995,-73.7761182,0.0,1.0,0.0,18:28,Motorists Killed
QUEENS,2015-07-19,40.688936299999995,-73.7322397,0.0,1.0,0.0,18:11,Motorists Killed
QUEENS,2015-07-22,40.710026899999995,-73.8340529,0.0,1.0,0.0,17:55,Motorists Killed
,2015-07-24,40.7162813,-73.8031218,0.0,1.0,0.0,23:47,Motorists Killed
STATEN ISLAND,2015-08-02,40.5535547,-74.14116390000001,0.0,1.0,0.0,1:20,Motorists Killed
QUEENS,2015-08-08,40.6670514,-73.7741023,0.0,1.0,0.0,0:17,Motorists Killed
BROOKLYN,2015-08-20,40.6294862,-74.022639,0.0,1.0,0.0,23:26,Motorists Killed
QUEENS,2015-08-29,40.67217410000001,-73.7610205,0.0,1.0,0.0,17:51,Motorists Killed
,2015-09-07,40.665398700000004,-73.82951130000001,0.0,1.0,0.0,22:30,Motorists Killed
BROOKLYN,2015-09-09,40.597683399999994,-73.9471924,0.0,1.0,0.0,20:20,Motorists Killed
BRONX,2015-09-12,40.8349018,-73.8399571,0.0,1.0,0.0,1:51,Motorists Killed
STATEN ISLAND,2015-09-24,40.57213170000001,-74.10808730000001,0.0,1.0,0.0,9:30,Motorists Killed
BRONX,2015-09-27,40.8838512,-73.8343459,0.0,1.0,0.0,12:21,Motorists Killed
BROOKLYN,2015-10-01,40.5956614,-73.9931332,0.0,1.0,0.0,16:43,Motorists Killed
BRONX,2015-10-13,40.879948399999996,-73.82337679999999,0.0,1.0,0.0,13:15,Motorists Killed
BRONX,2015-10-14,40.822533,-73.8850856,0.0,1.0,0.0,3:20,Motorists Killed
BRONX,2015-10-21,40.8350523,-73.92613809999999,0.0,1.0,0.0,18:57,Motorists Killed
QUEENS,2015-10-25,40.7700398,-73.9094984,0.0,1.0,0.0,5:43,Motorists Killed
STATEN ISLAND,2015-11-09,40.5958903,-74.0858762,0.0,1.0,0.0,11:15,Motorists Killed
BROOKLYN,2015-11-09,40.5879866,-73.9197254,0.0,1.0,0.0,5:00,Motorists Killed
,2015-11-27,40.7699976,-73.9158178,0.0,2.0,0.0,2:19,Motorists Killed
BROOKLYN,2015-12-01,40.583900299999996,-73.9387393,0.0,1.0,0.0,18:14,Motorists Killed
,2015-12-03,40.6250536,-74.0191167,0.0,1.0,0.0,23:17,Motorists Killed
QUEENS,2015-12-06,40.7354867,-73.9174657,0.0,1.0,0.0,22:31,Motorists Killed
,2015-12-16,40.7225251,-73.82752540000001,0.0,1.0,0.0,4:56,Motorists Killed
QUEENS,2015-12-18,40.761131,-73.812267,0.0,1.0,0.0,3:38,Motorists Killed
BROOKLYN,2015-12-23,40.7172094,-73.9347028,0.0,1.0,0.0,5:58,Motorists Killed
BRONX,2016-01-04,40.883860799999994,-73.8558854,0.0,1.0,0.0,5:20,Motorists Killed
STATEN ISLAND,2016-01-15,40.5675778,-74.1271454,0.0,1.0,0.0,4:00,Motorists Killed
STATEN ISLAND,2016-01-16,40.5266411,-74.1681321,0.0,1.0,0.0,11:43,Motorists Killed
,2016-01-16,40.6187344,-74.1760525,0.0,1.0,0.0,9:48,Motorists Killed
QUEENS,2016-02-10,40.6966689,-73.8868099,0.0,1.0,0.0,12:16,Motorists Killed
,2016-02-15,40.6649593,-73.8222478,0.0,1.0,0.0,4:50,Motorists Killed
,2016-02-20,40.6789969,-73.7297895,0.0,2.0,0.0,4:21,Motorists Killed
QUEENS,2016-02-28,40.6824607,-73.83001479999999,0.0,1.0,0.0,4:40,Motorists Killed
STATEN ISLAND,2016-03-03,40.601204200000005,-74.06507579999999,0.0,1.0,0.0,2:28,Motorists Killed
,2016-03-11,40.7416909,-73.7354052,0.0,1.0,0.0,13:53,Motorists Killed
,2016-03-20,40.771865000000005,-73.8733422,0.0,1.0,0.0,22:57,Motorists Killed
BRONX,2016-03-26,40.8655081,-73.86352120000001,0.0,1.0,0.0,21:06,Motorists Killed
QUEENS,2016-04-07,40.7894751,-73.7940655,0.0,1.0,0.0,6:50,Motorists Killed
,2016-05-02,40.65763270000001,-73.85623690000001,0.0,1.0,0.0,10:35,Motorists Killed
BROOKLYN,2016-05-06,40.645703600000004,-73.901433,0.0,2.0,0.0,11:09,Motorists Killed
STATEN ISLAND,2016-05-14,40.5061875,-74.2348945,0.0,1.0,0.0,13:39,Motorists Killed
BRONX,2016-05-20,40.8441336,-73.8203636,0.0,1.0,0.0,10:16,Motorists Killed
QUEENS,2016-05-29,40.75461129999999,-73.8766665,0.0,1.0,0.0,14:16,Motorists Killed
,2016-06-07,40.7854915,-73.98410759999999,0.0,3.0,0.0,23:06,Motorists Killed
,2016-06-10,40.823643,-73.8220796,0.0,2.0,0.0,11:06,Motorists Killed
QUEENS,2016-06-13,40.733761799999996,-73.9374216,0.0,1.0,0.0,19:58,Motorists Killed
BRONX,2016-06-19,40.88174620000001,-73.857058,0.0,1.0,0.0,4:56,Motorists Killed
,2016-06-29,40.7859079,-73.8002861,0.0,1.0,0.0,23:42,Motorists Killed
QUEENS,2016-07-17,40.6795239,-73.81075890000001,0.0,1.0,0.0,17:06,Motorists Killed
,2016-08-09,40.723803499999995,-73.8366933,0.0,1.0,0.0,23:08,Motorists Killed
,2016-08-31,40.7303695,-73.9138714,0.0,3.0,0.0,4:08,Motorists Killed
,2016-09-02,40.7621739,-73.7567868,0.0,1.0,0.0,21:09,Motorists Killed
,2016-09-04,40.8259384,-73.8591203,0.0,1.0,0.0,20:09,Motorists Killed
MANHATTAN,2016-10-05,40.744702600000004,-74.0083473,0.0,1.0,0.0,21:10,Motorists Killed
,2016-10-14,40.6048516,-74.0255796,0.0,1.0,0.0,21:10,Motorists Killed
,2016-10-15,40.863884000000006,-73.91069,0.0,2.0,0.0,2:23,Motorists Killed
BROOKLYN,2016-11-19,40.591105999999996,-73.96513,0.0,1.0,0.0,15:45,Motorists Killed
BROOKLYN,2016-12-04,40.641396,-73.98908,0.0,2.0,0.0,2:13,Motorists Killed
QUEENS,2016-12-09,40.7106276,-73.85189179999999,0.0,1.0,0.0,12:43,Motorists Killed
BROOKLYN,2016-12-09,40.679466,-73.90037,0.0,2.0,0.0,8:30,Motorists Killed
,2016-12-27,40.8446076,-73.9034715,0.0,3.0,0.0,5:41,Motorists Killed
